hash	verified	citation	URL	DOI	year	title	author
('Y. Yuan, G. Wang, H. Wang, and L. Chen. Efficient subgraph search over large uncertain graphs. PVLDB, 4(11):876--886, 2011.', 'CITATION ONLY')	0.0	Y. Yuan, G. Wang, H. Wang, and L. Chen. Efficient subgraph search over large uncertain graphs. PVLDB, 4(11):876--886, 2011.	http://dx.doi.org/10.5353/th_b4608753	10.5353/th_b4608753	None	Flexgraph	Wenjun Yuan
('Trust Inference in Complex Trust-Oriented Social Networks', 2009.0)	0.0	G. Liu, Y. Wang, and M. A. Orgun, â€œOptimal social trust path selection in complex social networks,â€\x9d in Proc. 26th AAAI Conf. Artif. Intell., 2010, pp. 1391â€“1398.	http://dx.doi.org/10.1109/cse.2009.248	10.1109/cse.2009.248	2009.0	Trust Inference in Complex Trust-Oriented Social Networks	Guanfeng Liu and Yan Wang and Mehmet Orgun
('Strong Social Component-Aware Trust Sub-network Extraction in Contextual Social Networks', 2016.0)	0.0	G. Liu, Y. Wang, and M. A. Orgun, â€œSocial context-aware trust network discovery in complex contextual social networks,â€\x9d in Proc. 26th AAAI Conf. Artif. Intell., 2012, pp. 101â€“107.	http://dx.doi.org/10.1109/icws.2016.22	10.1109/icws.2016.22	2016.0	Strong Social Component-Aware Trust Sub-network Extraction in Contextual Social Networks	Guanfeng Liu and Yan Wang and Mehmet A. Orgun and Xiaoming Zheng and An Liu and Zhixu Li and Kai Zheng
('Book Review: Intercultural Business CommunicationChaneyL. H.MartinJ. S. (2011). Intercultural Business Communication (5th ed.). Upper Saddle River, NJ: Prentice Hall. 301 pp.', 2012.0)	0.0	R. Milner, Communication and Concurrency. Upper Saddle River, NJ, USA: Prentice Hall, 1989.	http://dx.doi.org/10.1177/1080569911432552	10.1177/1080569911432552	2012.0	Book Review: Intercultural Business CommunicationChaneyL. H.MartinJ. S. (2011). Intercultural Business Communication (5th ed.). Upper Saddle River, NJ: Prentice Hall. 301 pp.	Audrey M. Ostendorf
('Optimizing k-mer size using a variant grid search to enhance de novo genome assembly', 2016.0)	0.0	V. Subramaniam, Programming Concurrency on the JVM: Mastering Synchronization, STM, and Actors. Raleigh, NC, USA: The Pragmatic Programmers, 2011.	http://dx.doi.org/10.6026/97320630012036	10.6026/97320630012036	2016.0	Optimizing k-mer size using a variant grid search to enhance de novo genome assembly	None
('Finding K Optimal Social Trust Paths for the Selection of Trustworthy Service Providers in Complex Social Networks', 2011.0)	0.0	G. Liu, Y. Wang, and M. A. Orgun, â€œTrust transitivity in complex social networks,â€\x9d in Proc. 26th AAAI Conf. Artif. Intell., 2011, pp. 1222â€“1229.	http://dx.doi.org/10.1109/icws.2011.81	10.1109/icws.2011.81	2011.0	Finding K Optimal Social Trust Paths for the Selection of Trustworthy Service Providers in Complex Social Networks	Guanfeng Liu and Yan Wang and Mehmet A. Orgun
('RANDOM WALKS ON MORE GENERAL NETWORKS', 'None')	0.0	Doyle, P.G., Snell, J.L.: Random Walks and Electric Networks. The Mathematical Association of America (1984)	http://dx.doi.org/10.5948/upo9781614440222.004	10.5948/upo9781614440222.004	None	RANDOM WALKS ON MORE GENERAL NETWORKS	Peter G. Doyle and J. Laurie Snell
('M. You, A. K. C. Wong, "An algorithm for graph optimal isomorphism", ?roc. ICPR, pp. 316-319, 1984.', 'CITATION ONLY')	0.0	M. You, A. K. C. Wong, "An algorithm for graph optimal isomorphism", ?roc. ICPR, pp. 316-319, 1984.	http://dx.doi.org/10.1117/12.801901	10.1117/12.801901	2008.0	Quantum search algorithm for graph isomorphism problem	A. E. Kirichkov
('Social choice in distributed classification tasks: Dealing with vertically partitioned data', 2016.0)	0.0	Soheil Feizi, Gerald Quon, Mariana Recamonde Mendoza, Muriel MÂ´edard, Manolis Kellis, and Ali Jadbabaie. Spectral alignment of networks. CoRR, abs/1602.04181, 2016.	http://dx.doi.org/10.1016/j.ins.2015.11.001	10.1016/j.ins.2015.11.001	2016.0	Social choice in distributed classification tasks: Dealing with vertically partitioned data	Mariana Recamonde-Mendoza and Ana L.\u2009C. Bazzan
('An Interactive Data Repository with Visual Analytics', 2016.0)	0.0	R. A. Rossi and N. K. Ahmed. The network data repository with interactive graph analytics and visualization. In Proceedings of the Twenty-Ninth AAAI Conference on Artificial Intelligence, 2015.	http://dx.doi.org/10.1145/2897350.2897355	10.1145/2897350.2897355	2016.0	An Interactive Data Repository with Visual Analytics	Ryan A. Rossi and Nesreen K. Ahmed
('The graphlet spectrum', 2009.0)	0.0	N. Shervashidze, S. Vishwanathan, T. Petri, K. Mehlhorn, and K. Borgwardt. Efficient graphlet kernels for large graph comparison. In Artificial Intelligence and Statistics, pages 488â€“495, 2009.	http://dx.doi.org/10.1145/1553374.1553443	10.1145/1553374.1553443	2009.0	The graphlet spectrum	Risi Kondor and Nino Shervashidze and Karsten M. Borgwardt
('Exact Mixing Times for Random Walks on Trees', 2012.0)	0.0	LovÃ¡sz, L.: Random walks on graphs: a survey. Combinatorics: Paul ErdÃ¶s Is Eighty 2(1), 1â€“46 (1993)	http://dx.doi.org/10.1007/s00373-012-1175-x	10.1007/s00373-012-1175-x	2012.0	Exact Mixing Times for Random Walks on Trees	Andrew Beveridge and Meng Wang
('The Structure of Plant-Animal Mutualistic Networks', 2017.0)	0.0	M. Newman, A.L. BarabÃ¡si, J.W. Duncan. The structure and dynamics of networks. Princeton University Press, Princeton, NJ (2006)	http://dx.doi.org/10.23943/princeton/9780691131269.003.0003	10.23943/princeton/9780691131269.003.0003	2017.0	The Structure of Plant-Animal Mutualistic Networks	Jordi Bascompte and Pedro Jordano
('Variational methods for the Dirichlet process', 2004.0)	0.0	D.M. Blei, A.Y. Ng, M.I. Jordan. Latent dirichlet allocation. Journal of Machine Learning Research, 3 (2003), pp. 993-1033	http://dx.doi.org/10.1145/1015330.1015439	10.1145/1015330.1015439	2004.0	Variational methods for the Dirichlet process	David M. Blei and Michael I. Jordan
('Assessing Drug Target Association Using Semantic Linked Data', 2012.0)	0.0	He, B., Sankaranarayanan, M., Ding, Y., Tang, J., Wang, H., Wild, D., Chen, B., Sun, Y., Sugimoto, C., Wu, Y., & Qiu, J. (2010 working draft). Semantic association and topic mining in linked life data. Plan to submit it to PLoS Computational Biology.. Jaffe et al., 2000	http://dx.doi.org/10.1371/journal.pcbi.1002574	10.1371/journal.pcbi.1002574	2012.0	Assessing Drug Target Association Using Semantic Linked Data	Bin Chen and Ying Ding and David J. Wild
('Neighborhood Groups and Urban Renewal. By Davies J. Clarence III. (New York: Columbia University Press, 1966. Pp. xiv, 235. $6.75.)The Politics of Zoning: The New York Experience. By Makielski Stanislaw J. Jr., (New York: Columbia University Press, 1966. Pp. xiv, 241. $6.00.)', 1966.0)	0.0	D. deSolla Price. Little science, big science. Columbia Univ. Press, New York (1966)	http://dx.doi.org/10.2307/1953777	10.2307/1953777	1966.0	Neighborhood Groups and Urban Renewal. By Davies J. Clarence III. (New York: Columbia University Press, 1966. Pp. xiv, 235. $6.75.)The Politics of Zoning: The New York Experience. By Makielski Stanislaw J. Jr., (New York: Columbia University Press, 1966. Pp. xiv, 241. $6.00.)	Michael Lipsky
('Joint Group and Topic Discovery from Relations and Text', 2006.0)	0.0	A. McCallum, X. Wang, A. Corrada-Emmanuel. Topic and role discovery in social networks with experiments on enron and academic email. Journal of Artificial Intelligence Research, 30 (2007), pp. 249-272	http://dx.doi.org/10.21236/ada477264	10.21236/ada477264	2006.0	Joint Group and Topic Discovery from Relations and Text	Andrew McCallum and Xuerui Wang and Natasha Mohanty
('Cross-national preference in co-authorship, references and citations', 2006.0)	0.0	W. GlÃ¤nzel. National characteristics in international scientific co-authorship. Scientometrics, 51 (2001), pp. 69-115	http://dx.doi.org/10.1007/s11192-006-0160-7	10.1007/s11192-006-0160-7	2006.0	Cross-national preference in co-authorship, references and citations	András Schubert and Wolfgang Glänzel
('The Geography of the Mathematics Research Collaboration Graph', 2011.0)	0.0	J.W. Grossman. The evolution of the mathematical research collaboration graph. Congressus Numerantium, 158 (2002), pp. 202-212	http://dx.doi.org/10.1111/j.1538-4632.2011.00829.x	10.1111/j.1538-4632.2011.00829.x	2011.0	The Geography of the Mathematics Research Collaboration Graph	Jerrold W. Grossman
('Operations and evaluation measures for learning possibilistic graphical models', 2003.0)	0.0	W.L. Buntine. Operations for learning with graphical models. Journal of Artificial Intelligence Research, 2 (1994), pp. 159-225	http://dx.doi.org/10.1016/s0004-3702(03)00024-9	10.1016/s0004-3702(03)00024-9	2003.0	Operations and evaluation measures for learning possibilistic graphical models	Christian Borgelt and Rudolf Kruse
('Probabilistic author-topic models for information discovery', 2004.0)	0.0	M. Rosen-Zvi, T. Griffiths, M. Steyvers, P. Smyth. The author-topic model for authors and documents. Proceedings of the 20th Conference on Uncertainty in Artificial Intelligence, Banff, Canada (2004), pp. 487-494	http://dx.doi.org/10.1145/1014052.1014087	10.1145/1014052.1014087	2004.0	Probabilistic author-topic models for information discovery	Mark Steyvers and Padhraic Smyth and Michal Rosen-Zvi and Thomas Griffiths
('Is Everything Connected to Everything Else? What the Gop\\u012bs Know', 2010.0)	0.0	A.L. BarabÃ¡si. Linked: How everything is connected to everything else and what it means for business, science, and everyday life (2002). ISBN 0-452r-r28439-2	http://dx.doi.org/10.1093/acprof:oso/9780199751426.003.0010	10.1093/acprof:oso/9780199751426.003.0010	2010.0	Is Everything Connected to Everything Else? What the Gop\u012bs Know	Mark Siderits
('Improvements in the Data Partitioning Approach for Frequent Itemsets Mining', 2005.0)	0.0	Nguyen, S.N., Orlowska, M.E., Li, X.: Graph mining based on a data partitioning approach. In: ADC, pp. 31â€“37 (2008)	http://dx.doi.org/10.1007/11564126_66	10.1007/11564126_66	2005.0	Improvements in the Data Partitioning Approach for Frequent Itemsets Mining	Son N. Nguyen and Maria E. Orlowska
('Parallel Belief Propagation in Factor Graphs', 'None')	0.0	Gonzalez, J.E., Low, Y., Gu, H., Bickson, D., Guestrin, C.: Powergraph: distributed graph-parallel computation on natural graphs. In: OSDI, vol. 12, no. 1, p. 2 (2012)	http://dx.doi.org/10.1017/cbo9781139042918.011	10.1017/cbo9781139042918.011	None	Parallel Belief Propagation in Factor Graphs	Joseph Gonzalez and Yucheng Low and Carlos Guestrin
('Research Methodologies for Exploring Learning Strategies and Individual Differences', 'None')	0.0	Winne P: Exploring Individual Differences in Studying Strategies Using Graph Theoretic Statistics. Alberta journal of educational research 1994, 40(2):177-93.	http://dx.doi.org/10.5040/9781350005075.part-002	10.5040/9781350005075.part-002	None	Research Methodologies for Exploring Learning Strategies and Individual Differences	None
('Clustering microarray data', 2003.0)	0.0	Chambers M, Hastie T: Statistical Models in S Chapman and Hall/CRC; 1991.	http://dx.doi.org/10.1201/9780203011232.ch4	10.1201/9780203011232.ch4	2003.0	Clustering microarray data	Hugh Chipman and Trevor Hastie and Robert Tibshirani
('Zhu D, Qin Z: Structural Comparison of Metabolic Networks in Selected Single Cell Organisms. BMC bioinformatics 2005, 6:8.', 'CITATION ONLY')	0.0	Zhu D, Qin Z: Structural Comparison of Metabolic Networks in Selected Single Cell Organisms. BMC bioinformatics 2005, 6:8.	http://dx.doi.org/10.1186/1471-2105-6-8	10.1186/1471-2105-6-8	2005.0	None	Dongxiao Zhu and Zhaohui S Qin
('F. Sobik, Modellierung von Vergleichsprozessen auf der Grundlage von ahnlichkeitsmaBen fur Graphen, ZKI-Inform. Akad. Wiss. DDR 4 (1986) 104– 144.', 'CITATION ONLY')	0.0	F. Sobik, Modellierung von Vergleichsprozessen auf der Grundlage von ahnlichkeitsmaBen fur Graphen, ZKI-Inform. Akad. Wiss. DDR 4 (1986) 104– 144.	http://dx.doi.org/10.1007/978-3-322-87917-2_4	10.1007/978-3-322-87917-2_4	1987.0	Ein allgemeines Modell für die Entwicklung von quantitativen Entscheidungsunterlagen auf der Grundlage von quantitativen Szenarien	Reinhart Schultz
('None', 1969.0)	0.0	Skorobogatov VA, Dobrynin AA: Metrical Analysis of Graphs. Commun Math Comp Chem 1988, 23:105-155.	http://dx.doi.org/10.1090/mcom/1969-23-105	10.1090/mcom/1969-23-105	1969.0	None	None
('Induction of Selective Bayesian Classifiers', 1994.0)	0.0	John GH, Langley P: Estimating Continuous Distributions in Bayesian Classifiers. Proceedings of the Eleventh Conference on Uncertainty in ArtifcialIntelligence 1995, 338-345 [http://citeseerx.ist.psu.edu/viewdoc/ summary?doi=10.1.1.8.3257].	http://dx.doi.org/10.1016/b978-1-55860-332-5.50055-9	10.1016/b978-1-55860-332-5.50055-9	1994.0	Induction of Selective Bayesian Classifiers	PAT LANGLEY and STEPHANIE SAGE
('Structural Measures for Network Biology Using QuACN', 2011.0)	0.0	Mueller LA, Kugler KG, Dehmer M: Stuctural Analysis of Molecular Networks: AMES Mutagenicity. Conference on Bioinformatics & Computational Biology (BIOCOMPâ€™10), Las Vegas/USA 2011.	http://dx.doi.org/10.1186/1471-2105-12-492	10.1186/1471-2105-12-492	2011.0	Structural Measures for Network Biology Using QuACN	Laurin AJ Mueller and Karl G Kugler and Armin Graber and Frank Emmert-Streib and Matthias Dehmer
('Discovering the false discovery rate', 2010.0)	0.0	Benjamini Y, Hochberg Y: Controlling the False Discovery Rate: A Practical and Powerful Approach to Multiple Testing. Journal of the Royal Statistical Society. Series B (Methodological) 1995, 57:289-300.	http://dx.doi.org/10.1111/j.1467-9868.2010.00746.x	10.1111/j.1467-9868.2010.00746.x	2010.0	Discovering the false discovery rate	Yoav Benjamini
('Partitions and Counting Isomorphism Types of Certain Maximal Graphs without 1-Factors', 1975.0)	0.0	Zelinka, B.: "On a certain distance between isomorphism classes of graphs", CË‡ asopis pro pË‡est. Mathematiky, 1975, 100, pp. 371â€“373	http://dx.doi.org/10.1515/dema-1975-0406	10.1515/dema-1975-0406	1975.0	Partitions and Counting Isomorphism Types of Certain Maximal Graphs without 1-Factors	Zdzis\u0142aw Skupién
('Jeong H, Tombor B, Albert R, Oltvai ZN, BarabÃ¡si AL: The Large-Scale Organization of Metabolic Networks. Nature 2000, 407(6804):651-654.', 'CITATION ONLY')	0.0	Jeong H, Tombor B, Albert R, Oltvai ZN, BarabÃ¡si AL: The Large-Scale Organization of Metabolic Networks. Nature 2000, 407(6804):651-654.	http://dx.doi.org/10.1038/35036627	10.1038/35036627	2000.0	None	Z. N. Oltvai and A.-L. Barabási and H. Jeong and B. Tombor and R. Albert
('Molekularbiologie der Zelle', 2017.0)	0.0	Alberts B, Johnson A, Lewis J, Raff M, Roberts K, Walter P: Molecular Biology of the Cell. 5 edition. Garland Science; 2007 [http://www.garlandscience. com/textbooks/0815341059.asp].	http://dx.doi.org/10.1002/9783527698448	10.1002/9783527698448	2017.0	Molekularbiologie der Zelle	Bruce Alberts and Alexander Johnson and Julian Lewis and David Morgan and Martin Raff and Keith Roberts and Peter Walter
('The Morgan Kaufmann Series in Data Management Systems', 2002.0)	0.0	Witten IH, Eibe F: Data Mining: Practical Machine Learning Tools and Techniques, Second Edition (Morgan Kaufmann Series in Data Management Systems). 2 edition. Morgan Kaufmann series in data management systems, Morgan Kaufmann; 2005 [http://www.netLibrary.com/urlapi.asp? action=summary&#38;v=1&#38;bookid=130260].	http://dx.doi.org/10.1016/b978-1-55860-508-4.50025-9	10.1016/b978-1-55860-508-4.50025-9	2002.0	The Morgan Kaufmann Series in Data Management Systems	None
('New number fields with known p-class tower', 2015.0)	0.0	Dehmer M, Mehler A: A New Method of Measuring Similarity for a Special Class of Directed Graphs. Tatra Mountains Mathematical Publications 2007, 36:39-59.	http://dx.doi.org/10.1515/tmmp-2015-0040	10.1515/tmmp-2015-0040	2015.0	New number fields with known p-class tower	Daniel C. Mayer
('Mueller LA, Kugler KG, Dander A, Graber A, Dehmer M: Network-based Approach to Classify Disease Stages of Prostate Cancer Using Quantitative Network Measures. Conference on Bioinformatics & Computational Biology (BIOCOMPâ€™10), Las Vegas/USA 2010, , I: 55-61.', 'CITATION ONLY')	0.0	Mueller LA, Kugler KG, Dander A, Graber A, Dehmer M: Network-based Approach to Classify Disease Stages of Prostate Cancer Using Quantitative Network Measures. Conference on Bioinformatics & Computational Biology (BIOCOMPâ€™10), Las Vegas/USA 2010, , I: 55-61.	http://dx.doi.org/10.1186/1471-2105-12-492	10.1186/1471-2105-12-492	2011.0	Structural Measures for Network Biology Using QuACN	Laurin AJ Mueller and Karl G Kugler and Armin Graber and Frank Emmert-Streib and Matthias Dehmer
('Model Inference and Averaging', 2008.0)	0.0	Hastie T, Tibshirani R, Friedman J: The Elements of Statistical Learning: Data Mining, Inference, and Prediction Springer Series in Statistics; 2009.	http://dx.doi.org/10.1007/b94608_8	10.1007/b94608_8	2008.0	Model Inference and Averaging	Trevor Hastie and Robert Tibshirani and Jerome Friedman
('Introduction', 2006.0)	0.0	Cook D, Holder LB: Mining Graph Data Wiley-Interscience; 2007.	http://dx.doi.org/10.1002/9780470073049.ch1	10.1002/9780470073049.ch1	2006.0	Introduction	Lawrence B. Holder and Diane J. Cook
('A. T. Balaban, I. Motoc., D. Bonhev, and O. Mekenyan, Topics in Current Chemistry, Springer, Berline, 193, Vol. 114.', 'CITATION ONLY')	0.0	A. T. Balaban, I. Motoc., D. Bonhev, and O. Mekenyan, Topics in Current Chemistry, Springer, Berline, 193, Vol. 114.	http://dx.doi.org/10.1007/bfb0111212	10.1007/bfb0111212	None	Topological indices for structure-activity correlations	Alexandru T. Balaban and Ioan Motoc and Danail Bonchev and Ovanes Mekenyan
('Response from Balaban', 1998.0)	0.0	A. T. Balaban. Rev. Roumaine Chim. 15, 463 (1970); 11, 1097 (1966).	http://dx.doi.org/10.1016/s0966-842x(98)01423-1	10.1016/s0966-842x(98)01423-1	1998.0	Response from Balaban	N Balaban
('On the complexity of Archimedean solids', 2005.0)	0.0	M. Randic and N. Trinajstic, Math. Chem., 13, 271 (1982).	http://dx.doi.org/10.1007/s10910-005-9008-2	10.1007/s10910-005-9008-2	2005.0	On the complexity of Archimedean solids	Sarah Michele Rajtmajer and Ante Mili\u010devi\u0107 and Nenad Trinajsti\u0107 and Milan Randi\u0107 and Damir Vuki\u010devi\u0107
('An extension of a Hardy-Littlewood-Pólya inequality', 1978.0)	0.0	R. F. Muirhead, Proc. Edinburgh Math Soc., 19, 36 (1901); 21, 144 (1903); 24, 45 (1906), G. H. Hardy, J. E. Littlewood, and G. Polya, Inequalities, Cambridge University, 1934, p. 45.	http://dx.doi.org/10.1017/s0013091500015820	10.1017/s0013091500015820	1978.0	An extension of a Hardy-Littlewood-Pólya inequality	A. Erdélyi
('Forthcoming papers', 1980.0)	0.0	A. T. Balaban, M. Barasch, and S. Marcus, Math. Chem., 8, 215 (1980); ibid., 5, 239 (1979).	http://dx.doi.org/10.1007/bf00039318	10.1007/bf00039318	1980.0	Forthcoming papers	None
('M. Barasch, S. Marcus, and A. T. Balaban, Math. Chem., 12, 25 (1981).', 'CITATION ONLY')	0.0	M. Barasch, S. Marcus, and A. T. Balaban, Math. Chem., 12, 25 (1981).	http://dx.doi.org/10.1002/chin.198103340	10.1002/chin.198103340	1981.0	ChemInform Abstract: CHEMICAL APPLICATIONS OF GRAPH THEORY (92 LITERATURANGABEN)	D. H. ROUVRAY and A. T. BALABAN
('Gesture Input for GPS Route Search', 2016.0)	0.0	R. Mariescu-Istodor and P. Franti. Cellnet: Inferring road networks from gps trajectories. Tech report, 2018.	http://dx.doi.org/10.1007/978-3-319-49055-7_39	10.1007/978-3-319-49055-7_39	2016.0	Gesture Input for GPS Route Search	Radu Mariescu-Istodor and Pasi Fränti
('Local Algorithms, Regular Graphs of Large Girth, and Random Regular Graphs', 2018.0)	0.0	Nicholas C Wormald, Models of random regular graphs.	http://dx.doi.org/10.1007/s00493-016-3236-x	10.1007/s00493-016-3236-x	2018.0	Local Algorithms, Regular Graphs of Large Girth, and Random Regular Graphs	Carlos Hoppen and Nicholas Wormald
('Fast Approximate Quadratic Programming for Graph Matching', 2015.0)	0.0	J. T. Vogelstein, J. M. Conroy, L. J. Podrazik, S. G. Kratzer, D. E. Fishkind, R. J. Vogelstein, and C. E. Priebe. Fast inexact graph matching with applications in statistical connectomics. CoRR, abs/1112.5507, 2011.	http://dx.doi.org/10.1371/journal.pone.0121002	10.1371/journal.pone.0121002	2015.0	Fast Approximate Quadratic Programming for Graph Matching	Joshua T. Vogelstein and John M. Conroy and Vince Lyzinski and Louis J. Podrazik and Steven G. Kratzer and Eric T. Harley and Donniell E. Fishkind and R. Jacob Vogelstein and Carey E. Priebe
('Wiley-Interscience Series in Discrete Mathematics and Optimization', 2011.0)	0.0	S. Janson, T. Luczak, and A. Rucinski, Random graphs, Wiley Series in Discrete Mathematics and Optimization, Wiley, 2011.	http://dx.doi.org/10.1002/9781118032718.scard	10.1002/9781118032718.scard	2011.0	Wiley-Interscience Series in Discrete Mathematics and Optimization	None
('The diameter of random graphs', 1981.0)	0.0	Bela Bollob Â´ as, Â´ Random graphs, Cambridge University Press, 1981, pp. 80â€“102.	http://dx.doi.org/10.1090/s0002-9947-1981-0621971-7	10.1090/s0002-9947-1981-0621971-7	1981.0	The diameter of random graphs	B{éla Bollob{ás
('Vince Lyzinski, Donniell E Fishkind, and Carey E Priebe, Seeded graph matching for correlated erdÂ¨os-rÂ´enyi graphs., Journal of Machine Learning Research 15 (2014), no. 1, 3513â€“3540.', 'CITATION ONLY')	0.0	Vince Lyzinski, Donniell E Fishkind, and Carey E Priebe, Seeded graph matching for correlated erdÂ¨os-rÂ´enyi graphs., Journal of Machine Learning Research 15 (2014), no. 1, 3513â€“3540.	http://dx.doi.org/10.1016/j.parco.2015.03.004	10.1016/j.parco.2015.03.004	2015.0	Spectral clustering for divide-and-conquer graph matching	Vince Lyzinski and Daniel L. Sussman and Donniell E. Fishkind and Henry Pao and Li Chen and Joshua T. Vogelstein and Youngser Park and Carey E. Priebe
('T. Cour, P. Srinivasan, and J. Shi. Balanced graph matching. In NIPS, 2006.', 'CITATION ONLY')	0.0	T. Cour, P. Srinivasan, and J. Shi. Balanced graph matching. In NIPS, 2006.	http://dx.doi.org/10.1109/cvpr.2005.332	10.1109/cvpr.2005.332	None	Spectral Segmentation with Multiscale Graph Decomposition	None
('Manifold Matching: Joint Optimization of Fidelity and Commensurability', 2011.0)	0.0	Vince Lyzinski, Sancar Adali, Joshua T Vogelstein, Youngser Park, and Carey E Priebe, Seeded graph matching via joint optimization of fidelity and commensurability, arXiv preprint arXiv:1401.3813 (2014).	http://dx.doi.org/10.21236/ada565568	10.21236/ada565568	2011.0	Manifold Matching: Joint Optimization of Fidelity and Commensurability	Carey E. Priebe and David J. Marchette and Zhiliang Ma and Sancar Adali
('Preprint repository arXiv achieves milestone million uploads', 2014.0)	0.0	Aflalo, Y., Bronstein, A., and Kimmel, R. (2014). Graph matching: relax or not? arXiv preprint arXiv:1401.7623.	http://dx.doi.org/10.1063/pt.5.028530	10.1063/pt.5.028530	2014.0	Preprint repository arXiv achieves milestone million uploads	None
('Percolation on Sparse Random Graphs with Given Degree Sequence', 2007.0)	0.0	Tomasz Luczak, Sparse random graphs with a given degree sequence, Proceedings of the Symposium on Random Graphs, Poznan, 1989, pp. 165â€“182.	http://dx.doi.org/10.1080/15427951.2007.10129148	10.1080/15427951.2007.10129148	2007.0	Percolation on Sparse Random Graphs with Given Degree Sequence	N. Fountoulakis
('Glocalized Weisfeiler-Lehman Graph Kernels: Global-Local Feature Maps of Graphs', 2017.0)	0.0	Ramon, J., & GÂ¨artner, T. (2003). Expressivity versus efficiency of graph kernels. First International Workshop on Mining Graphs, Trees and Sequences.	http://dx.doi.org/10.1109/icdm.2017.42	10.1109/icdm.2017.42	2017.0	Glocalized Weisfeiler-Lehman Graph Kernels: Global-Local Feature Maps of Graphs	Christopher Morris and Kristian Kersting and Petra Mutzel
('Brief 279, 10 september 1709 / Letter 279, 10 September 1709', 2014.0)	0.0	J. P. Canning, E. E. Ingram, S. Nowak-Wolff, A. M. Ortiz, N. K. Ahmed, R. A. Rossi, K. R. B. Schmitt, and S. Soundarajan. Network classification and categorization. In arXiv:1709.04481, September 2017.	http://dx.doi.org/10.1201/b15480-11	10.1201/b15480-11	2014.0	Brief 279, 10 september 1709 / Letter 279, 10 September 1709	None
('Unsupervised Learning', 2001.0)	0.0	Hastie, T., Tibshirani, R., Friedman, J.H.: "The elements of statistical learning" (Springer, Berlin, New York, 2001)	http://dx.doi.org/10.1007/978-0-387-21606-5_14	10.1007/978-0-387-21606-5_14	2001.0	Unsupervised Learning	Trevor Hastie and Jerome Friedman and Robert Tibshirani
('PROBABILISTIC APPROACH FOR MULTICLASS CLASSIFICATION WITH NEURAL NETWORKS', 1991.0)	0.0	M. Aly. Survey on multiclass classification methods. Neural Networks, 19:1â€“9, 2005.	http://dx.doi.org/10.1016/b978-0-444-89178-5.50005-1	10.1016/b978-0-444-89178-5.50005-1	1991.0	PROBABILISTIC APPROACH FOR MULTICLASS CLASSIFICATION WITH NEURAL NETWORKS	Philippe REFREGIER and François VALLET
('Shervashidze, N., Vishwanathan, S., Petri, T., Mehlhorn, K., Borgwardt, K.: Efficient graphlet kernels for large graph comparison. In: Artificial Intelligence and Statistics, pp. 488â€“495 (2009)', 'CITATION ONLY')	0.0	Shervashidze, N., Vishwanathan, S., Petri, T., Mehlhorn, K., Borgwardt, K.: Efficient graphlet kernels for large graph comparison. In: Artificial Intelligence and Statistics, pp. 488â€“495 (2009)	http://dx.doi.org/10.1145/1553374.1553443	10.1145/1553374.1553443	2009.0	The graphlet spectrum	Risi Kondor and Nino Shervashidze and Karsten M. Borgwardt
('Preconditioned spectral clustering for stochastic block partition streaming graph challenge (Preliminary version at arXiv.)', 2017.0)	0.0	J. B. Lee, R. Rossi, and X. Kong. Deep graph attention model. In arXiv:1709.06075, 2017.	http://dx.doi.org/10.1109/hpec.2017.8091045	10.1109/hpec.2017.8091045	2017.0	Preconditioned spectral clustering for stochastic block partition streaming graph challenge (Preliminary version at arXiv.)	David Zhuzhunashvili and Andrew Knyazev
('Learning Temporal Information for Brain-Computer Interface Using Convolutional Neural Networks', 2018.0)	0.0	D. K. Duvenaud, D. Maclaurin, J. Iparraguirre, R. Bombarell, T. Hirzel, A. AspuruGuzik, and R. P. Adams. Convolutional networks on graphs for learning molecular fingerprints. In Advances in Neural Information Processing Systems, pages 2224â€“ 2232, 2015.	http://dx.doi.org/10.1109/tnnls.2018.2789927	10.1109/tnnls.2018.2789927	2018.0	Learning Temporal Information for Brain-Computer Interface Using Convolutional Neural Networks	Siavash Sakhavi and Cuntai Guan and Shuicheng Yan
('gat2vec: representation learning for attributed graphs', 2018.0)	0.0	N. K. Ahmed, R. A. Rossi, R. Zhou, J. B. Lee, X. Kong, T. L. Willke, and H. Eldardiry. Representation learning in large attributed graphs. In WiML NIPS, 2017.	http://dx.doi.org/10.1007/s00607-018-0622-9	10.1007/s00607-018-0622-9	2018.0	gat2vec: representation learning for attributed graphs	Nasrullah Sheikh and Zekarias Kefato and Alberto Montresor
('Theatre of the Condemned', 2010.0)	0.0	M. van Steen. Graph Theory and Complex Networks. Maarten van Steen, first edition, apr 2010.	http://dx.doi.org/10.1093/acprof:oso/9780199572885.001.0001	10.1093/acprof:oso/9780199572885.001.0001	2010.0	Theatre of the Condemned	Gonda Van Steen
('Group-aware deep feature learning for facial age estimation', 2017.0)	0.0	R. A. Rossi, R. Zhou, and N. K. Ahmed. Deep feature learning for graphs. In arXiv:1704.08829, pages 1â€“11, 2017.	http://dx.doi.org/10.1016/j.patcog.2016.10.026	10.1016/j.patcog.2016.10.026	2017.0	Group-aware deep feature learning for facial age estimation	Hao Liu and Jiwen Lu and Jianjiang Feng and Jie Zhou
